"mpirun -np 2 --mca pml ucx --map-by node --report-bindings ./IMB-MPI1 PingPong","","","","",""
"ct1p1-tnode007","ct1p1-tnode008","","","",""
"0.523443934865263","13578.7799814655","","","",""
"bytes","repetitions","t[usec]","Mbytes/sec","t[usec] (computed)","Mbytes/sec (computed)"
"0","1000","0.2","0","0.523443934865263","1344.51426132313"
"1","1000","0.21","4.87","0.523562666356555","1344.59386374731"
"2","1000","0.2","10.09","0.523681397328152","1344.6734659748"
"4","1000","0.19","21.3","0.523918857712267","1344.83266983973"
"8","1000","0.19","42.62","0.524393772244231","1345.15107520937"
"16","1000","0.19","85.16","0.525343576363492","1345.78787650778"
"32","1000","0.22","142.39","0.527243084826539","1347.06144134164"
"64","1000","0.23","277.53","0.531041702676217","1349.60841996107"
"128","1000","0.3","427.43","0.538637342273827","1354.70177303518"
"256","1000","0.33","774.6","0.553822238693238","1364.88606275223"
"512","1000","0.39","1307.3","0.584166513475725","1385.24497828348"
"1024","1000","0.5","2059.01","0.644753095150361","1425.92416830782"
"2048","1000","0.74","2761.55","0.765519220975617","1507.12810076088"
"4096","1000","1.11","3682.81","1.00542998455064","1668.91910728086"
"8192","1000","1.96","4178.92","1.47881869127732","1990.04113538583"
"16384","1000","3.11","5271.58","2.40028725471745","2622.50472295538"
"32768","1000","5.06","6479.43","4.14532662868598","3848.78390790499"
"65536","640","8.37","7830.75","7.26985199420934","6150.51124121707"
"131072","320","15.14","8656.08","12.254544756148","10180.2467419805"
"262144","160","14.58","17975.41","18.5876966917182","16173.9623179009"
"524288","80","27.05","19383.6","25.6677174342097","21607.8439729451"
"1048576","40","56.01","18720.18","56.1898048201112","17961.2237879024"
"2097152","20","144.57","14506.07","144.560845401968","14593.5549260174"
"4194304","10","308.82","13581.8","308.820148939467","13578.7799814655"
